"V1","V2","V3","V4","V5","V6"
"1",937.172410174468,980.589110290897,49.2207344780901,671.372942644134,8.66309023375071,65.9817121786594
"2",2609.42650929373,1012.67190879969,193.473694644260,1330.30030372121,34.5605609732094,147.567022567903
"3",203427.844183799,22431.4683453417,15807.9142536844,15208.0024228833,2491.86101129875,13656.9097829926
"4",2393.43860603325,13471.2095547868,84.2398907908283,179.818075016633,14.4857910428027,604.808082329716
"5",588.438192611273,470.398751700118,9.59991103793915,5.90982588082587,4.78728879699171,23.8660299728527
"6",1654.80857616462,106.914090274559,30.4906319671154,33.2392787348893,6.65222457379753,83.8951982850143
"7",1171.15506600926,3361.53097651051,28.9834228313947,42.6238917593406,13.4899042862099,285.216738603280
"8",65130.0031349192,6458.8970399884,4763.54910454438,1779.50142423891,246.841207662376,3781.20808864677
"9",1906.6400853222,269.871975490077,10.4863845557386,23.474727705621,2.8523759385745,104.674450987789
"10",23771.3292242782,3748.08349182903,263.547884213744,1447.06211646637,113.331288901000,1942.64599431162
"11",44530.2064944757,4070.26986621382,358.151122663993,603.98085665587,107.351799813623,1776.03986017695
"12",10131.0003007107,2050.84224519191,79.2691212462534,576.181757838706,21.9081750336613,665.798399978806
"13",8693.79800315963,2008.695984543,141.842427022064,2245.93283601136,106.101086635686,599.629662628264
"14",398.834001763693,1091.91740546026,8.6943668078044,12.8853146558336,10.5984059219322,103.070505390472
"15",58575.8326212894,4336.35373668919,844.010183451566,807.328415966817,146.314409948730,2822.16063265425
"16",1975.28542308765,6876.81776737426,48.3378660009231,82.3288005556709,7.71364896069313,362.516494020805
"17",1431.48921586854,4839.82173143826,63.8476669152885,398.017067851094,56.9253255370283,432.898992389784
"18",1134.66736795049,5777.40684221524,29.0391563976186,76.4732756176812,7.72333979885177,257.690018020122
"19",3019.76496591551,2144.80783674787,10.5518656420866,33.4635268722364,3.8269163859833,378.584888436315
"20",6179.1536767243,1675.26895604643,37.2904472907647,353.17643070711,42.9138930024465,602.19659622895
"21",1912.02675012461,1058.19525853961,8.6221703556827,23.5907396852257,4.7774539421814,157.787627352685
"22",4784.01609820111,777.695816138436,75.3563184665871,45.9988173837409,4.75680119012189,234.176148620003
"23",7853.12044151719,1379.69810501472,61.0948966668683,367.292833904307,28.5626586678882,511.231064229024
"24",487.250402863678,6668.47628332226,12.6085899302393,18.9074515314662,3.86932824884275,190.887944103512
"25",4743.94847468269,992.623928574215,18.1394856362986,105.791639909495,8.56971326680323,453.926757930503
"26",370.900162631287,251.890900834813,2.87873411462706,9.8454716619561,4.78522891931245,49.699501838005
"27",1804.20565173312,4150.85398869770,34.7439764948491,51.4916243387797,5.77538162521838,252.929377110335
